stores,,,,,,,,,,,,,,,,
MONTH,CITY,STORE,STATUS,ZONE MAPPING,ORDER COUNT,CART SALES,DISCOUNT,NET REVENUE,IDEAL FOOD COST,GROSS MARGIN,KITCHEN EBITDA,VARIANCE,REVENUE COHORT,CM COHORT,EBITDA CATEGORY,EBITDA COHORT
Feb-2024,Hyderabad,"Brown, Davidson and Parrish",Active,East,12350,4685148.85,724047.01,4087336.99,1311116.09,2632212.8,1245523.39,17799.67,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%
Mar-2024,Hyderabad,"Brown, Davidson and Parrish",Active,East,12036,5131327.89,815086.06,4421884.01,1911114.98,2368322.29,871748.35,27005.26,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%
Oct-2023,Ahmedabad,Marshall LLC,Active,East,12357,5805470.79,1497819.03,4432144.1,1436814.94,2881124.17,1485286.96,27002.22,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Nov-2023,Ahmedabad,Marshall LLC,Active,East,7684,3067252.42,655038.61,2535427.4,1136531.46,1317083.3,69199.06,20224.89,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Dec-2023,Ahmedabad,Marshall LLC,Active,East,8956,2798458.77,486446.36,2430237.12,791139.41,1561614.27,240352.96,25754.15,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Jan-2024,Ahmedabad,Marshall LLC,Active,East,14543,4725776.52,1220043.52,3566543.18,1434521.91,2016572.83,638724.43,10523.36,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%
Feb-2024,Ahmedabad,Marshall LLC,Active,East,14287,5301164.45,994220.06,4430501.99,1678142.75,2638328.65,1279307.58,28229.96,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%
Mar-2024,Ahmedabad,Marshall LLC,Active,East,8597,2959046.7,828315.47,2176921.5,835920.83,1255793.66,-277503.56,15861.25,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%
Oct-2023,Ahmedabad,Schaefer-Gutierrez,Active,East,9381,3062829.71,463785.04,2724993.25,917680.36,1756503.85,279258.66,21050.01,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Nov-2023,Ahmedabad,Schaefer-Gutierrez,Active,East,14645,5302312.55,884602.37,4495750.23,1798939.62,2557503.59,1372773.8,28535.13,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Dec-2023,Ahmedabad,Schaefer-Gutierrez,Active,East,9622,3482431.36,561791.27,2986399.44,1222239.67,1707917.48,401107.96,16104.3,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%
Jan-2024,Ahmedabad,Schaefer-Gutierrez,Active,East,14234,4665070.61,910211.52,3865032.58,1187593.58,2546992.12,1155252.06,14889.44,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Feb-2024,Ahmedabad,Schaefer-Gutierrez,Active,East,11038,3463766.44,758519.79,2821513.41,1095485.9,1624581.98,439212.07,16786.72,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%
Mar-2024,Ahmedabad,Schaefer-Gutierrez,Active,East,8236,3060261.3,716871.02,2459756,1100758.25,1282865.2,-132358.14,10800.14,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Oct-2023,Pune,Black LLC,Active,North,12553,3914122.44,726242.95,3302893.73,1040736.1,2129517,799397.18,11967.56,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Nov-2023,Pune,Black LLC,Active,North,11439,4072536.49,1097201.85,3082564.55,1215706.44,1809906.62,473506.1,28530.23,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%
Dec-2023,Pune,Black LLC,Active,North,7237,2177492.78,414380.52,1878685.94,805299.69,999457.2,-304111.93,16193.54,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%
Jan-2024,Pune,Black LLC,Active,North,13666,4890247.73,1218842,3774864.57,1186193.01,2471757.27,1015448.48,20087.64,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Feb-2024,Pune,Black LLC,Active,North,10146,4338673.24,737584.26,3728614.36,1123824.79,2492379.27,1118619.95,18917.15,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Mar-2024,Pune,Black LLC,Active,North,8866,3968957.94,911227.65,3138210.12,1218485.18,1843481.75,494039.9,20180.29,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Oct-2023,Pune,Higgins-Fernandez,Inactive,North,11466,5234710.4,1251996.23,4098597.87,1564229.37,2448748.69,1222664.13,13360.05,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Nov-2023,Pune,Higgins-Fernandez,Inactive,North,7794,3226536.7,658232.43,2599042.46,802501.82,1679371.01,297956.71,21114.05,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%
Dec-2023,Pune,Higgins-Fernandez,Inactive,North,14686,6854202.12,1292702.92,5694088.54,2108294.76,3478855.15,2136249.69,24644.91,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Jan-2024,Pune,Higgins-Fernandez,Inactive,North,11022,4288990.42,693254.4,3705849.13,1652503.92,1987973.03,550864.63,18565.86,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%
Feb-2024,Pune,Higgins-Fernandez,Inactive,North,11679,4716590.72,1269853.29,3522247.74,1256993.87,2123204.68,538559.85,29677.07,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Mar-2024,Pune,Higgins-Fernandez,Inactive,North,9673,3842367.77,818378.71,3099262.02,1500904.08,1460617.14,-1693.77,16290.14,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Oct-2023,Hyderabad,Fuller LLC,Inactive,East,13919,6868722.23,1380667.37,5529527.52,1794374.51,3614266.31,2210127.35,28849.27,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Nov-2023,Hyderabad,Fuller LLC,Inactive,East,13828,6629394.21,1374292.53,5322364.02,1982598.99,3253078.19,1606435.81,18944.26,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Dec-2023,Hyderabad,Fuller LLC,Inactive,East,12480,4268511.51,1099287.87,3303232.24,1480135.05,1727560.24,369339.39,24369.04,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Jan-2024,Hyderabad,Fuller LLC,Inactive,East,9282,3685025.67,592678.17,3172345.44,1125760.28,1967240.16,640647.56,14084.01,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%
Feb-2024,Hyderabad,Fuller LLC,Inactive,East,14391,6096236.54,995344.11,5204218.41,2014818.44,3049287.11,1652372.95,14388.89,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%
Mar-2024,Hyderabad,Fuller LLC,Inactive,East,14014,5990915.65,1034953.93,5060673.65,2414574.18,2574002.45,1141871.4,22386.77,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Oct-2023,Hyderabad,Nash-Freeman,Active,West,7719,3549057.54,1030190,2591997.74,1011016.4,1470846.41,37817.39,11183.13,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%
Nov-2023,Hyderabad,Nash-Freeman,Active,West,12054,5825027.03,1281100.56,4661713.31,1511682.74,3058901.41,1691662.26,18908.83,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Dec-2023,Hyderabad,Nash-Freeman,Active,West,11391,3542979.98,879669.48,2748572.49,1323024.37,1307469.06,-54159.89,17919.05,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%
Jan-2024,Hyderabad,Nash-Freeman,Active,West,8016,2989494.47,573459.43,2522715.05,799400.77,1605347.05,246863.75,13050.29,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%
Feb-2024,Hyderabad,Nash-Freeman,Active,West,8700,3473658.49,943304.78,2640141.28,814654.56,1687645.68,480403.82,12307.9,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%
Mar-2024,Hyderabad,Nash-Freeman,Active,West,11173,4402404.31,1104876.52,3368888.75,1053177.46,2261717.95,802473.81,21425.59,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%
Oct-2023,Hyderabad,Williams Group,Inactive,South,12842,4179074.6,1196509.31,3067832.45,1376540.62,1557215.68,140668.1,28161.38,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Nov-2023,Hyderabad,Williams Group,Inactive,South,9046,2992343.36,451486.86,2589883.63,1008575.03,1477982,-30730.63,15165.55,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Dec-2023,Hyderabad,Williams Group,Inactive,South,14263,4734351.95,1091533.14,3693520.89,1185966.65,2435486.68,1207659.82,15513.81,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%
Jan-2024,Hyderabad,Williams Group,Inactive,South,11480,5127079.78,1352921.51,3896898.17,1285220.2,2492781.09,1165267.82,22105.43,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Feb-2024,Hyderabad,Williams Group,Inactive,South,8711,2671546.93,527615.15,2232500.62,1049139.26,1056259.71,-297635.61,28022.47,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Mar-2024,Hyderabad,Williams Group,Inactive,South,12747,6267335.38,1259795.7,5111639.43,2342735.02,2640326.59,1163966.8,29473.3,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%
Oct-2023,Bangalore,"Torres, Sanders and Moon",Active,East,11700,5024069.87,1299410.65,3823580.78,1293096.78,2426601.06,910569.76,20781.68,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Nov-2023,Bangalore,"Torres, Sanders and Moon",Active,East,9447,4231627.58,673416.44,3629345.69,1271635.72,2228859.92,815100.26,28195.85,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%
Dec-2023,Bangalore,"Torres, Sanders and Moon",Active,East,9336,4586892.8,1074221.48,3602741.88,1144603.76,2340036.49,1067549.91,14564.93,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Jan-2024,Bangalore,"Torres, Sanders and Moon",Active,East,12989,4433889.17,1244796.39,3280025.31,1368057.02,1829122.37,517581.34,29778.45,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%
Feb-2024,Bangalore,"Torres, Sanders and Moon",Active,East,13622,5522055.19,1413873.36,4227794.99,1888563.68,2257988.18,843593.09,17161.24,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Mar-2024,Bangalore,"Torres, Sanders and Moon",Active,East,10869,5266391.55,1467822.9,3892884.3,1235713.01,2581196.8,1176556.84,11253.8,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Oct-2023,Ahmedabad,Medina Ltd,Inactive,West,7402,3510878.2,539646.87,3053713.3,1224313.76,1770343.93,395082.82,22210.65,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Nov-2023,Ahmedabad,Medina Ltd,Inactive,West,14924,6085660.85,1167221.88,5040820.17,2204201.54,2716873.1,1256885.95,21139.49,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Dec-2023,Ahmedabad,Medina Ltd,Inactive,West,13576,6220489.86,1360992.71,4970796.13,1476858.13,3415100.3,2087190.98,20181.21,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Jan-2024,Ahmedabad,Medina Ltd,Inactive,West,9667,3080667.61,470575.96,2757627.16,967103.32,1683261.37,325621.94,27208.86,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Feb-2024,Ahmedabad,Medina Ltd,Inactive,West,12505,3806880.81,581704.51,3322721.84,1303883.2,1903031,708609.26,20934.67,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%
Mar-2024,Ahmedabad,Medina Ltd,Inactive,West,14381,5485118.19,1603477.09,3971893.15,1614955.65,2286756.81,1067371.66,24333.87,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%
Oct-2023,Pune,Paul Ltd,Inactive,West,9662,4349649.46,804968.98,3649092.23,1237472.02,2278683.39,1048125.9,23779.32,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%
Nov-2023,Pune,Paul Ltd,Inactive,West,8375,2781260.19,571923.13,2268114.15,939604.64,1231266.57,-72514.31,20288.12,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Dec-2023,Pune,Paul Ltd,Inactive,West,7670,2468218.25,553085.09,2027812.02,898160.57,981396.39,-462970.18,24871.04,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%
Jan-2024,Pune,Paul Ltd,Inactive,West,14127,5539265.61,1058902.4,4589657.74,2007102.51,2496251.73,1265119.68,14989.91,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%
Feb-2024,Pune,Paul Ltd,Inactive,West,11816,5368736.78,875833.08,4613884.12,2089308.97,2431893.21,982852.9,18023.31,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Mar-2024,Pune,Paul Ltd,Inactive,West,14998,6847493.26,1511000.82,5457993.79,2332988.98,3018351.51,1623208.82,21723.81,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Oct-2023,Ahmedabad,"Fernandez, Martin and Fields",Active,North,7984,2542670.87,607052.47,2047123.6,738979.6,1160143.26,-209838.16,24471.43,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Nov-2023,Ahmedabad,"Fernandez, Martin and Fields",Active,North,13285,5687074.59,1095276.74,4699278.58,1434378.64,3138529.79,1778501.45,10661.69,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Dec-2023,Ahmedabad,"Fernandez, Martin and Fields",Active,North,9112,4442234.2,718094.76,3821704.92,1341302.8,2411300.9,1022860.54,15637.96,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%
Jan-2024,Ahmedabad,"Fernandez, Martin and Fields",Active,North,10573,3349424.08,689166.33,2767424.2,1107089.25,1604448.29,242956.59,14548.73,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%
Feb-2024,Ahmedabad,"Fernandez, Martin and Fields",Active,North,11820,5699374.05,984879.23,4823502.33,2147604.26,2568665.24,1135866.57,22590.1,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%
Mar-2024,Ahmedabad,"Fernandez, Martin and Fields",Active,North,11726,5704356.12,1657401.75,4148329.62,1261981.62,2800916.94,1349045.8,27468.65,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Oct-2023,Hyderabad,"Olson, Middleton and Juarez",Active,North,11623,5599147.46,936501.68,4767259.68,1424751.35,3274710.73,2025188.92,12530.25,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%
Nov-2023,Hyderabad,"Olson, Middleton and Juarez",Active,North,7903,2851341.34,521983.63,2425551.82,932432.16,1400250.78,27431.09,23390.46,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Dec-2023,Hyderabad,"Olson, Middleton and Juarez",Active,North,11055,4882803.03,841602.23,4101392.37,1389000.92,2657598.88,1326228.09,15822.47,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%
Jan-2024,Hyderabad,"Olson, Middleton and Juarez",Active,North,10565,3703547.35,663494.87,3076267.13,1473224.97,1462002.45,236688.1,15713.49,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%
Feb-2024,Hyderabad,"Olson, Middleton and Juarez",Active,North,11189,4152258.83,1044805.64,3189582.75,1030062.28,2034947.38,746721.3,24813.92,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%
Mar-2024,Hyderabad,"Olson, Middleton and Juarez",Active,North,9417,4599204.76,1115624.76,3551687.77,1520862.66,1937683.44,760576.84,29355.73,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%
Oct-2023,Ahmedabad,"Davis, Burnett and Bailey",Active,South,9416,4676139.16,734085.18,4066912.64,1816023.08,2160590.65,867923.49,13245.65,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%
Nov-2023,Ahmedabad,"Davis, Burnett and Bailey",Active,South,12144,5223615.27,1034186.47,4257612.04,2068229.76,2083195.17,780754.37,18937.16,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%
Dec-2023,Ahmedabad,"Davis, Burnett and Bailey",Active,South,14197,4797683.4,1015611.8,3881786.59,1603328.99,2189094.33,855331.07,28446.21,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%
Jan-2024,Ahmedabad,"Davis, Burnett and Bailey",Active,South,10752,4109870.29,814586.74,3336422.13,1529987.73,1753285.09,275383.71,29738.08,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Feb-2024,Ahmedabad,"Davis, Burnett and Bailey",Active,South,13043,5174112.69,1334224.9,3942206.61,1694215.7,2169718.14,764896.61,28015.96,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%
Mar-2024,Ahmedabad,"Davis, Burnett and Bailey",Active,South,12548,4299432.42,830661.61,3571287.61,1224362.41,2258818.75,670102.53,18921.18,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Oct-2023,Hyderabad,Hodges Inc,Inactive,South,13272,5886246.3,1307659.33,4693298.44,1936256.61,2701804.55,1188093.17,19340.18,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%
Nov-2023,Hyderabad,Hodges Inc,Inactive,South,7994,3198038.83,613361.53,2679304.53,1205419.58,1389309.73,-142080.15,16097.39,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%
Dec-2023,Hyderabad,Hodges Inc,Inactive,South,9014,2742260.94,586330.33,2259892.52,996149.67,1114589.13,-159962.25,19389.47,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%
Jan-2024,Hyderabad,Hodges Inc,Inactive,South,13915,6379567.46,1436530.65,5011775.85,1941358.55,2922719.53,1712417.09,27666.38,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%
Feb-2024,Hyderabad,Hodges Inc,Inactive,South,7935,3392432.07,836000.45,2728135.62,945168.79,1723101.89,427405.35,12658.89,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%
Mar-2024,Hyderabad,Hodges Inc,Inactive,South,13124,6025028.42,1752763.08,4317093.15,1723012.58,2512788.47,1214416.18,22242.32,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Oct-2023,Bangalore,"Franco, Rangel and Mooney",Active,West,9055,4120705.7,683656.56,3542187.97,1415051.1,1987534.74,666611.47,12923.13,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%
Nov-2023,Bangalore,"Franco, Rangel and Mooney",Active,West,8002,2872510.32,769305.49,2200947.33,930126.66,1170595.56,-96699.59,19554.03,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Dec-2023,Bangalore,"Franco, Rangel and Mooney",Active,West,11848,3733061.33,969215.32,2876612.17,1146181.99,1672167.1,222499.46,19162.55,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Jan-2024,Bangalore,"Franco, Rangel and Mooney",Active,West,13371,5805409.18,1538476.85,4355618.93,1630781.19,2673501.47,1200524.42,21616.8,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%
Feb-2024,Bangalore,"Franco, Rangel and Mooney",Active,West,11526,4467262.26,1001852.09,3575524.19,1305803.51,2186098.2,869609.98,10537.66,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Mar-2024,Bangalore,"Franco, Rangel and Mooney",Active,West,14019,5384399.47,821341.28,4608615.19,1518800.44,2994582.94,1453699.67,11069.57,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%
Oct-2023,Pune,Watson Group,Active,North,10386,4459890.36,1036986.24,3517432.26,1247472.98,2193374.75,711217.46,10167.42,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Nov-2023,Pune,Watson Group,Active,North,14588,4728180.22,729119.76,4064357.67,1260986.01,2735135.01,1374485.86,25404.13,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%
Dec-2023,Pune,Watson Group,Active,North,9551,3880523.45,1026325.48,2956007.27,1069999.68,1765721.08,533020.6,20486.97,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%
Jan-2024,Pune,Watson Group,Active,North,8522,2573088.98,451406.73,2245052.34,839737.12,1279337.04,64360.29,10966.98,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Feb-2024,Pune,Watson Group,Active,North,11247,4591607.28,1139771.84,3530004.52,1209040.33,2208225.02,891914.88,26781.13,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Mar-2024,Pune,Watson Group,Active,North,10895,3794167.7,1022936.53,2856605.7,874699.75,1916983.3,467224.48,16869.78,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%
Oct-2023,Bangalore,Thompson-Weiss,Active,North,13875,4483015.51,912843.02,3635796.62,1645994.73,1907988.9,617987.89,28767.68,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%
Nov-2023,Bangalore,Thompson-Weiss,Active,North,9327,4300656.85,1081966.53,3323698.25,1357221.17,1872256.8,455157.22,19357.67,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Dec-2023,Bangalore,Thompson-Weiss,Active,North,11797,3965793.02,691846.44,3397008.08,1439211.8,1880176.85,501018.13,15882.15,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Jan-2024,Bangalore,Thompson-Weiss,Active,North,11457,5443886.65,1457409.18,4047311.25,1667643.17,2264425.82,916997.31,24331.62,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Feb-2024,Bangalore,Thompson-Weiss,Active,North,10130,3746520.84,928261.21,2896232.56,1196724.25,1626173.28,323768.17,23606.13,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%
Mar-2024,Bangalore,Thompson-Weiss,Active,North,10667,3840625.95,900641.12,3070472.67,1248307.48,1725193.37,260040.39,24845.84,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%
Oct-2023,Pune,"Colon, Henderson and May",Inactive,North,14527,6697094.6,1392266.58,5415238.77,2423161.65,2878925.26,1531837.43,27748.01,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Nov-2023,Pune,"Colon, Henderson and May",Inactive,North,12486,4242020.02,994039.99,3388528.08,1416441.32,1881677.49,594041.35,12599.93,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%
Dec-2023,Pune,"Colon, Henderson and May",Inactive,North,8859,4046052.37,676540.43,3417167.47,1483227.78,1815191.28,566210.04,26044.38,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%
Jan-2024,Pune,"Colon, Henderson and May",Inactive,North,7741,3533151.87,1054792.48,2597611.45,981641.89,1491722.1,132882.73,17625.23,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%
Feb-2024,Pune,"Colon, Henderson and May",Inactive,North,11538,4000167.23,938303.49,3198265.49,1071416.07,2032972.44,638329.68,18854.73,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Mar-2024,Pune,"Colon, Henderson and May",Inactive,North,8307,2494131.88,650177.6,1910415.03,583280.02,1216857.46,-223039.12,23539.95,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%
Oct-2023,Bangalore,"Boyd, Walker and Smith",Active,East,9843,3416984.98,633332.27,2881942.83,906299.09,1890996.29,522232.91,12536.63,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%
Nov-2023,Bangalore,"Boyd, Walker and Smith",Active,East,11201,4651687.45,1327501.72,3409598,1145219.71,2152657.2,901847.81,29519.19,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Dec-2023,Bangalore,"Boyd, Walker and Smith",Active,East,12672,5954076.77,1111405.44,4913171.96,1898609.44,2884336.83,1518791.59,17275.4,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%
Jan-2024,Bangalore,"Boyd, Walker and Smith",Active,East,14927,7119955.52,1792157.4,5456128.34,1681009.2,3675469.53,2202767.43,10150.81,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%
Feb-2024,Bangalore,"Boyd, Walker and Smith",Active,East,7343,3617359.18,962487.26,2771630.07,990539,1668634.37,318964.47,29642.23,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Mar-2024,Bangalore,"Boyd, Walker and Smith",Active,East,13581,4819419.63,856725.71,4068899,1833668.34,2131023.93,887490.88,18134.48,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%
Oct-2023,Hyderabad,"Osborne, Short and Stewart",Active,South,11278,5327140.52,1203147.58,4200843.47,1337210.41,2813580.28,1473913.24,15575.34,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%
Nov-2023,Hyderabad,"Osborne, Short and Stewart",Active,South,9852,3804368.6,639051.75,3255986.19,1247214.19,1899858.07,538528.84,16237.76,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Dec-2023,Hyderabad,"Osborne, Short and Stewart",Active,South,10101,4501782.23,1292875.92,3325460.78,1203548.74,2049914.74,674220.25,18713.43,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%
Jan-2024,Hyderabad,"Osborne, Short and Stewart",Active,South,7950,3096034.22,603391.76,2544586.52,1228082.58,1210366.41,-182860.59,29745.74,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%
Feb-2024,Hyderabad,"Osborne, Short and Stewart",Active,South,9481,4634189.3,959420.34,3805916.62,1109192.53,2599028.05,1343693.9,26835.76,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Mar-2024,Hyderabad,"Osborne, Short and Stewart",Active,South,14656,4938156.39,1329899.44,3648346.35,1315115.68,2223103.67,890708.72,27990.51,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%
Oct-2023,Bangalore,Davis-Olson,Inactive,West,13967,6258245,1543759.23,4810008.95,1740525.98,3008090.46,1504779.65,16377.33,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Nov-2023,Bangalore,Davis-Olson,Inactive,West,8375,4010734.7,664183.93,3428514.62,1399030.8,1927676.3,584476.64,21570.2,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%
Dec-2023,Bangalore,Davis-Olson,Inactive,West,11323,3501332,631865.21,2925973.64,891686.71,1894721.65,613263.62,17903.85,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%
Jan-2024,Bangalore,Davis-Olson,Inactive,West,11879,5427416.48,925042.18,4576982.13,1804858.7,2644913.2,1357744.82,23147.82,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Feb-2024,Bangalore,Davis-Olson,Inactive,West,7856,3410059.61,828978.7,2677138.58,906163.8,1664233.36,143403.06,15882.78,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%
Mar-2024,Bangalore,Davis-Olson,Inactive,West,11719,3591930.91,783751.88,2859955.5,1101111.65,1661965.27,412715.65,25806.62,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%
Oct-2023,Mumbai,Williams Ltd,Inactive,South,8906,2784536.52,685216.72,2234107.62,760713.91,1407557.59,33400.74,11760.59,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Nov-2023,Mumbai,Williams Ltd,Inactive,South,9657,4706276.56,1268102.97,3509221.02,1454727.09,1948446.36,631381.3,26850.33,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
